tp6,pred_0,pred_1,pred_2
-4.6051702,-0.65844524,1.3859057,0.78164434
0.6981347,-0.40507954,1.2516896,0.59383726
-0.21072103,-0.08256294,1.2240739,0.56273574
-4.6051702,-0.4094204,1.2844799,0.6270191
-2.207275,-0.51220495,1.4180278,0.7565469
0.104360014,-0.30282614,1.4222034,0.7317736
0.19062036,-0.2039271,1.2701584,0.60994065
-1.171183,-0.060038395,1.1328185,0.4429311
-1.171183,-0.507172,1.4475847,0.77630556
-0.4942963,-0.29807144,1.36851,0.69687843
0.0099503305,0.32360476,1.1666529,0.4264049
-0.34249032,0.17893246,1.1125655,0.3969184
-4.6051702,-0.2568302,1.2784317,0.619668
-2.207275,-0.05553142,1.2031364,0.51983374
-4.6051702,-0.51543134,1.3473586,0.69790876
-2.207275,-0.38655066,1.3327923,0.6563355
1.8578593,-0.014980108,1.1385462,0.42954305
1.3887912,0.14283305,1.1617975,0.4002391
-1.5606477,-0.49738467,1.3191094,0.65641373
-0.34249032,-0.35413635,1.2024819,0.5279809
-2.207275,-0.5605915,1.3264074,0.67188084
1.068153,0.3528313,1.0735106,0.32806814
-0.34249032,-0.43768704,1.2547144,0.56662744
-0.8915981,-0.3776563,1.3193394,0.6169023
-0.09431068,-0.46971458,1.2727726,0.5855376
-0.09431068,-0.011464056,1.0858941,0.3535251
0.87962675,-0.2091966,1.287768,0.50945544
-1.5606477,0.54241246,1.032003,0.20972778
1.742219,0.7576521,0.9829343,0.14418161
1.7245507,0.30246732,1.0770988,0.24000108
-4.6051702,-0.8854397,1.3098468,0.7436611
1.166271,0.56468135,1.1232353,0.17661801
-4.6051702,-0.6679833,1.2509159,0.5169991
-0.4942963,0.04140254,1.2664435,0.29243687
0.53649336,-0.4323413,1.2698442,0.45926657
0.47623417,-0.7966315,1.291773,0.5922348
1.975469,-0.7014968,1.3009193,0.56695175
0.6981347,-0.70528585,1.336818,0.5524598
-0.34249032,-1.1806618,0.92469853,0.8689676
-4.6051702,-1.3144397,0.9244008,0.9104865
,-0.9775912,0.9661432,0.8216749
-4.6051702,-0.9505648,0.9530782,0.8262416
-4.6051702,-1.166533,0.91919655,0.9300348
-4.6051702,-1.2209032,0.92277926,0.90954787
-4.6051702,-1.3565303,0.905095,0.9011169
-4.6051702,-1.1351388,0.87496924,0.92387676
-4.6051702,-1.2901559,0.83530295,0.95227104
-4.6051702,-1.4591703,0.8979418,0.9482389
-4.6051702,-0.989892,0.7144132,0.9571489
-4.6051702,-1.446073,0.7977897,0.97518665
-4.6051702,-1.385325,0.75554746,0.98215336
-4.6051702,-1.3129466,0.68533117,0.9840497
-4.6051702,-1.591846,0.7488389,0.9879056
-4.6051702,-1.4183645,0.551997,0.99257153
-4.6051702,-1.5688895,0.75998235,0.98781383
-4.6051702,-0.8228641,1.0921551,0.7998567
-4.6051702,-0.9651888,1.0947955,0.8653498
-4.6051702,-0.9770205,1.0426744,0.85955054
-4.6051702,-0.6661783,1.0427438,0.7935549
,-0.9523361,1.0558605,0.9110056
-4.6051702,-1.1386986,0.9477723,0.90060955
-4.6051702,-1.1156442,0.9505909,0.9298075
-4.6051702,-1.1530087,0.9361086,0.93773323
-4.6051702,-1.2044288,0.9299222,0.9382778
-4.6051702,-1.1877766,0.8943246,0.95396054
-4.6051702,-1.3996342,0.8701646,0.955038
-4.6051702,-1.3435605,0.8486315,0.9663902
-4.6051702,-1.5696483,0.8150451,0.9828797
-4.6051702,-1.556773,0.88440645,0.9728337
-4.6051702,-1.591389,0.6322169,0.9927089
-4.6051702,-1.4135137,0.52108496,0.99375135
-4.6051702,-1.3574603,0.58909655,0.9919984
-4.6051702,-1.5926211,0.78835875,0.9866089
-4.6051702,-1.6294328,0.61109614,0.9930167
-4.6051702,-1.6606979,0.77289754,0.98995787
-4.6051702,-1.6829293,0.7470063,0.9918602
,-1.4464669,0.8329784,0.96058345
-4.6051702,-1.9182878,0.7536531,0.99441445
-4.6051702,-1.8716035,0.63990945,0.99505794
-4.6051702,-1.7917453,0.6588755,0.9930167
,-1.8513347,0.6977317,0.9950635
-4.6051702,-1.926322,0.8541054,0.9918561
-4.6051702,-1.7708572,0.64028215,0.9950281
-4.6051702,-1.712344,0.74811935,0.9930943
-4.6051702,-1.4537227,0.5778709,0.99257267
-4.6051702,-1.8525467,0.7221588,0.99444216
-4.6051702,-1.8311949,0.95389885,0.9815307
-4.6051702,-1.6527439,0.593088,0.99614704
-4.6051702,-1.8616172,0.72398853,0.9941817
-4.6051702,-1.7924876,0.8846416,0.98408246
-4.6051702,-1.75525,0.6652355,0.99126095
-4.6051702,-1.7544225,0.73709023,0.99386954
-4.6051702,-1.6314853,0.6037892,0.9947667
-4.6051702,-1.788722,0.6587748,0.9937216
-4.6051702,-1.7136548,0.6868459,0.9923645
-4.6051702,-1.7753463,0.7311363,0.99401075
-4.6051702,-1.7934117,0.7549231,0.99329317
-4.6051702,-1.7394149,0.8541343,0.98755205
-4.6051702,-1.7614547,0.7432378,0.98982704
-4.6051702,-1.9168892,0.8065808,0.99245703
-4.6051702,-1.8285097,0.7017991,0.9946036
-4.6051702,-1.6117328,0.77210224,0.98789656
-4.6051702,-1.6392449,0.54276913,0.99727947
-4.6051702,-1.9163184,0.694623,0.99501365
-4.6051702,-1.738584,0.82851493,0.98485327
-4.6051702,-1.689558,0.7062716,0.99244267
-4.6051702,-1.423607,0.5908377,0.99187297
