tp6,pred_0,pred_1
0.19062036,-0.14755102,2.0078268
1.4134231,0.14690374,1.7092465
,-0.69682026,2.350778
1.5912739,0.13256134,1.8363075
0.19062036,-0.19116552,2.013441
0.0099503305,-0.6960544,2.214936
-4.6051702,-0.58736134,2.0947635
-0.4942963,-1.1578796,2.176123
-1.171183,-0.55648994,1.9678259
-4.6051702,-2.7268584,1.9234402
-0.09431068,-1.1318012,1.8437823
-2.207275,-3.9933934,1.1627887
-4.6051702,-4.5230927,0.1488976
-4.6051702,-3.8708248,1.1052674
-4.6051702,-4.0362134,0.9101052
0.0099503305,-4.0064406,1.2381235
-4.6051702,-3.384571,1.7300875
-0.8915981,-2.0666864,1.7293128
-0.8915981,-1.8621778,1.7273467
,-4.437345,0.13667786
-2.207275,-4.560234,0.28180504
-4.6051702,-4.48148,0.114538245
-4.6051702,-4.3762307,0.11335839
,-4.574911,0.4645722
-2.207275,-4.7473097,0.41249347
-4.6051702,-4.520783,0.16172075
-4.6051702,-2.653604,1.8482889
-4.6051702,-4.5435085,0.23274297
-4.6051702,-4.485893,0.12581299
0.41210964,-3.5033207,1.5552971
-4.6051702,-4.5036244,0.10672104
-4.6051702,-4.3876314,0.10708466
-2.207275,-4.610216,0.38624835
-4.6051702,-4.509804,0.10716312
-4.6051702,-4.098048,1.3231846
-4.6051702,-4.5466795,0.10699496
-4.6051702,-4.3891945,0.122527696
-4.6051702,-4.4742208,0.12868378
-4.6051702,-4.5318213,0.6265049
0.9202828,-2.9862344,1.6743798
-4.6051702,-4.3714485,1.1116306
-4.6051702,-4.431781,0.10825911
-4.6051702,-4.3776007,0.12082655
-4.6051702,-4.385045,0.102154
-4.6051702,-2.891276,1.7850528
-4.6051702,-4.467448,0.109547555
-4.6051702,-4.424967,0.09064667
-1.171183,-4.2530246,0.61031914
-4.6051702,-4.409213,0.8137099
-4.6051702,-4.5811815,0.26570308
-4.6051702,-4.5117855,0.097890176
-4.6051702,-4.419873,0.10245039
-4.6051702,-4.479965,0.09793141
-1.5606477,-4.12612,1.0443615
,-3.5907512,1.5264039
-4.6051702,-4.602592,0.63817555
,-4.3974314,0.12890756
-4.6051702,-4.429025,0.20958021
-4.6051702,-4.448345,0.08973706
-4.6051702,-0.8899751,1.958012
-4.6051702,-4.2656755,1.0733956
-4.6051702,-4.4316835,0.15736897
-0.4942963,0.24305399,1.9815104
-0.67334455,-0.07223673,1.9877089
0.53649336,0.14282791,2.0445328
-4.6051702,-0.06464182,1.9490383
1.10194,-0.25946766,2.2306106
0.6981347,-0.15002723,2.1044986
1.2837077,-0.38225433,2.334082
0.27002713,-1.1151848,2.5143313
-0.21072103,-1.7537115,2.5293906
-0.09431068,-1.091079,2.4446752
-0.67334455,-0.8717202,2.2181478
-0.09431068,-1.4551476,2.5724797
-0.4942963,-1.669996,2.5040822
1.068153,-0.43975756,2.119271
0.0099503305,-0.7262497,2.1644769
-0.21072103,-1.8236668,2.3562946
-0.67334455,-1.413913,2.3326557
0.27002713,-1.54664,2.36312
0.0099503305,-2.0858197,2.3047602
0.19062036,-1.2276646,2.1340623
1.7934247,-0.7887623,2.116682
-0.34249032,-2.6231232,2.0835538
-1.5606477,-2.4376187,2.0281487
0.0099503305,-1.9928281,2.1615388
0.47623417,-1.2594113,2.0530019
-4.6051702,-2.5407407,1.9521432
-4.6051702,-2.7299576,1.9708972
-2.207275,-2.834003,1.868655
-0.67334455,-2.2380188,1.8973324
1.166271,0.043680985,2.06271
0.79299253,-0.79864335,2.4802897
-0.4942963,-1.0583053,2.4964652
-0.4942963,-2.7945142,1.5246468
-4.6051702,-4.3877983,0.14223444
-0.21072103,-2.346886,2.2311974
-4.6051702,-4.557863,0.11896568
-4.6051702,-3.1025505,2.1632574
-4.6051702,-4.5079184,0.10678081
-4.6051702,-4.5282574,0.09972339
-4.6051702,-4.4514427,0.10982862
-4.6051702,-4.4900703,0.11517126
-4.6051702,-4.5474186,0.19289526
-4.6051702,-4.5882893,0.10551843
,-4.5537357,0.19714306
-4.6051702,-4.6094875,0.1864708
-4.6051702,-4.63778,0.09646334
-4.6051702,-4.543529,0.1163759
-4.6051702,-4.552793,0.10790788
-4.6051702,-4.592556,0.13236754
-4.6051702,-4.6197467,0.09717129
-4.6051702,-4.5894785,0.1074912
-4.6051702,-4.6611953,0.15388533
-4.6051702,-4.564639,0.10962124
-4.6051702,-4.6243887,0.11285622
-4.6051702,-4.6719866,0.12426877
-4.6051702,-4.5623655,0.12987062
-4.6051702,-4.679969,0.13627304
-4.6051702,-4.5863543,0.12547919
-4.6051702,-4.544488,0.12851237
-4.6051702,-4.5579863,0.114784926
-4.6051702,-4.5541778,0.11833528
-4.6051702,-4.544779,0.14132446
,-4.551483,0.10625661
-4.6051702,-4.5938225,0.09798586
-4.6051702,-4.590283,0.090586856
-4.6051702,-4.578367,0.09575965
-4.6051702,-4.614313,0.09583644
-4.6051702,-4.6303387,0.09538798
-4.6051702,-4.625739,0.10445963
-4.6051702,-4.677044,0.10196249
-4.6051702,-4.625014,0.1170945
-0.21072103,-4.507478,0.26582226
-4.6051702,-4.529821,0.25554508
-4.6051702,-4.670312,0.18943015
-4.6051702,-4.476244,0.30648744
-2.207275,-4.614622,0.17889708
-4.6051702,-4.75527,0.15336125
-4.6051702,-4.631281,0.1331466
-4.6051702,-4.599431,0.13999268
,-4.4076405,0.22331262
-4.6051702,-4.6009083,0.15622054
-4.6051702,-4.6131263,0.13426997
-2.207275,-4.629612,0.1487991
,-4.588016,0.1604039
-4.6051702,-4.6148148,0.1800139
-4.6051702,-4.6472425,0.19742619
-4.6051702,-4.627736,0.14216968
-4.6051702,-4.6234345,0.20415734
-4.6051702,-4.516102,0.32027343
-2.207275,-4.60601,0.18725835
-4.6051702,-4.572223,0.12121369
-4.6051702,-4.4879446,0.27086928
-4.6051702,-4.5680885,0.17980291
-2.207275,-4.5882206,0.14711922
-4.6051702,-4.6304555,0.13451591
-4.6051702,-4.564604,0.1260092
-4.6051702,-4.6304827,0.12961294
-2.207275,-4.4956512,0.3394988
-2.207275,-4.6478643,0.15421045
-0.8915981,-4.588503,0.16114576
-4.6051702,-4.6073704,0.16439907
-2.207275,-2.8657324,1.1745007
-4.6051702,-4.6749744,0.15155642
-4.6051702,-4.684407,0.13809499
-4.6051702,-4.581732,0.16088787
-4.6051702,-4.5070877,0.13246886
-4.6051702,-4.619428,0.14569113
-4.6051702,-4.4831877,0.26295826
-4.6051702,-4.6880655,0.1546121
-4.6051702,-4.4215813,0.48521194
-4.6051702,-4.6013513,0.15362264
-4.6051702,-4.651314,0.14252147
-4.6051702,-4.6312857,0.145921
-0.67334455,-4.529692,0.25711197
,-4.6203423,0.17586242
-4.6051702,-4.6533203,0.16357572
,-3.3593848,0.91584975
-4.6051702,-4.6237197,0.16450237
-4.6051702,-4.6187468,0.14343084
-4.6051702,-4.681156,0.14379503
-0.09431068,-4.652044,0.16304804
-4.6051702,-4.6590443,0.15419562
-4.6051702,-4.5242004,0.23524408
-4.6051702,-4.5101757,0.20790626
-4.6051702,-4.582369,0.14368689
-4.6051702,-4.5486813,0.16321146
-4.6051702,-4.550845,0.114431575
-4.6051702,-4.598816,0.1167762
-4.6051702,-4.549899,0.11062168
-4.6051702,-4.5945177,0.10466152
-4.6051702,-4.626597,0.09138644
-4.6051702,-4.585968,0.09128006
-4.6051702,-4.622588,0.09406439
-4.6051702,-4.6229477,0.09754056
-4.6051702,-4.6239405,0.094865315
-4.6051702,-4.601816,0.13641396
-4.6051702,-4.636656,0.10780874
-4.6051702,-4.629553,0.08545374
-4.6051702,-4.625366,0.0887551
-4.6051702,-4.6217394,0.09109478
-4.6051702,-4.6437464,0.09000329
-4.6051702,-4.6305637,0.10924949
-4.6051702,-4.554553,0.16707146
-4.6051702,-4.6657104,0.09179356
-4.6051702,-4.626962,0.0962077
-4.6051702,-4.6561832,0.094557144
-4.6051702,-4.0285954,0.47034436
-4.6051702,-4.6451406,0.122121066
-4.6051702,-4.6887083,0.12714908
-4.6051702,-4.6810665,0.1370556
-0.4942963,-4.585761,0.20035101
-4.6051702,-4.5606713,0.19571252
-4.6051702,-4.6779513,0.32061055
-0.8915981,-4.542615,0.3051686
-4.6051702,-4.546733,0.22032245
-4.6051702,-4.6643057,0.14376335
-1.5606477,-4.4805164,0.22165015
-4.6051702,-4.612459,0.12931271
-4.6051702,-4.5666723,0.23232935
-4.6051702,-4.5350657,0.12607957
-4.6051702,-4.5531344,0.12373817
-4.6051702,-4.487688,0.12679996
-4.6051702,-4.5270786,0.13459252
-4.6051702,-4.0559535,1.4983916
-4.6051702,-3.9069595,1.6499963
,-3.6124032,1.7887751
-4.6051702,-3.1519523,2.233469
-2.207275,-4.0056624,1.4414382
-4.6051702,-3.4477665,2.0097086
-4.6051702,-3.5590916,1.8875542
-2.207275,-2.6033034,2.31392
-4.6051702,-2.9524233,2.220915
-4.6051702,-3.842486,1.61207
-4.6051702,-1.260489,2.3830252
-4.6051702,-3.0422502,2.2312171
-4.6051702,-2.1722984,2.3308785
-4.6051702,-1.3005161,2.3205914
-4.6051702,-3.2851496,2.1095552
-0.8915981,-0.7475875,2.2545674
-4.6051702,-2.5632834,2.2656531
-4.6051702,-4.333296,1.0657969
-0.8915981,-4.1527123,1.2995028
-4.6051702,-4.170909,1.2931875
-2.207275,-4.3553867,1.0816197
,-4.1888056,1.2763939
-4.6051702,-4.1229024,1.3752222
-1.5606477,-4.0544505,1.3714702
-1.5606477,-4.0443783,1.4876789
-4.6051702,-4.124241,1.3815925
-4.6051702,-4.1046753,1.4482489
-4.6051702,-3.8905644,1.6024859
-2.207275,-3.7660494,1.840325
-4.6051702,-3.862391,1.6483319
-0.09431068,-1.7668808,2.3848531
-4.6051702,-2.082096,2.543702
-0.09431068,-1.5028244,2.3820348
-1.171183,-1.5872815,2.47431
-4.6051702,-2.8242695,2.336033
-0.4942963,-1.1827397,2.301081
-4.6051702,-3.781158,1.8086084
-4.6051702,-3.6494417,1.8608427
,-2.8816233,2.246188
-4.6051702,-3.4869986,1.5921232
-4.6051702,-3.9059258,0.9147554
-4.6051702,-3.7321997,1.173807
,-3.8491092,1.5241256
-4.6051702,-3.27001,2.1986344
-4.6051702,-3.0763361,2.210043
-1.5606477,-2.2114835,2.2710762
-1.5606477,-1.7173301,2.4127936
-4.6051702,-3.5427887,2.0536988
-4.6051702,-2.2872558,2.3965738
1.2837077,-1.4052019,2.7197485
-4.6051702,-3.464074,2.1940858
-4.6051702,-3.1186476,2.1030319
-4.6051702,-2.4778693,2.4922876
-4.6051702,-3.8649545,1.9275846
-4.6051702,-1.3510112,2.562522
-4.6051702,-3.8077579,0.95564914
-4.6051702,-3.2033422,2.1430633
-0.8915981,-1.8337383,2.2987282
-4.6051702,-3.3170266,2.2060986
-4.6051702,-2.960415,2.3557534
-4.6051702,-2.8637757,2.4418314
-4.6051702,-3.7332935,1.6898298
-1.5606477,-3.932097,1.024666
-2.207275,-3.2166505,2.3345468
2.231089,-1.7774929,2.604477
-2.207275,-3.8067572,1.564317
-1.171183,-2.0170083,2.3810558
0.79299253,-1.5883868,2.3076673
-4.6051702,-1.6084044,2.4709418
-0.8915981,-2.6681762,2.5269964
-4.6051702,-3.6984687,1.2860295
-4.6051702,-3.6855843,1.2967346
-4.6051702,-2.4166994,2.337017
,-2.5937848,2.4436908
-4.6051702,-2.4912517,2.3471649
,-2.9789436,2.3393724
-4.6051702,-3.5262225,1.4981978
-4.6051702,-3.8778944,1.7707642
-0.67334455,-0.65700465,2.2472467
-4.6051702,-3.6695585,1.901909
-4.6051702,-3.7819378,1.3075206
-4.6051702,-3.9603074,1.5055037
-4.6051702,-4.371986,0.90027016
-2.207275,-4.0364313,1.484332
-4.6051702,-4.3885345,1.0310965
0.6981347,-3.880486,1.5084108
-0.21072103,-2.8739152,2.3238595
-4.6051702,-3.908593,1.4472754
-2.207275,-4.1870575,1.2998602
0.104360014,-3.9078393,1.6623933
0.19062036,-3.3820734,2.0644794
-1.171183,-2.7466843,2.477671
-1.171183,-4.177752,1.3373275
-0.4942963,-3.7148755,1.7989444
0.0099503305,-1.7920098,2.429789
-0.34249032,-2.1947362,2.5189586
-4.6051702,-3.364622,2.1425748
-2.207275,-2.9344153,2.4302287
-4.6051702,-3.9303365,1.6614488
-2.207275,-3.7317293,1.8960218
1.8578593,-2.271285,2.5434387
1.3887912,-1.7626343,2.4997358
-1.5606477,-3.8199463,1.8181207
-0.34249032,-3.24582,2.252034
-2.207275,-3.943037,1.6701046
1.068153,-1.0978351,2.3756995
-0.34249032,-3.2355607,2.2264967
-0.8915981,-3.3632336,2.1709933
-0.09431068,-3.439351,2.0968144
-0.09431068,-1.9097025,2.4623795
0.87962675,-3.1270106,2.204153
-1.5606477,-0.7452208,2.3893824
1.742219,0.013575036,2.6107106
1.7245507,-0.5440458,2.4504414
-4.6051702,-3.8312933,1.1401993
1.166271,-0.5896109,2.5423524
-4.6051702,-2.77289,2.5464823
-0.4942963,-1.579474,2.650407
0.53649336,-1.2987176,2.570574
0.47623417,-1.9868419,2.6564634
1.975469,-1.8250804,2.5822735
0.6981347,-0.7147112,2.6383715
-0.34249032,-4.4898453,0.3383283
-4.6051702,-4.6224265,0.109247416
,-4.3906503,0.46750975
-4.6051702,-4.5550623,0.3731252
-4.6051702,-4.6055856,0.08787921
-4.6051702,-4.580113,0.14147352
-4.6051702,-4.564815,0.17682171
-4.6051702,-4.694764,0.12435523
-4.6051702,-4.6670766,0.087778926
-4.6051702,-4.630695,0.08971456
-4.6051702,-4.750013,0.12884514
-4.6051702,-4.609035,0.08196664
-4.6051702,-4.716136,0.08476005
-4.6051702,-4.7886267,0.090902515
-4.6051702,-4.594241,0.08282727
-4.6051702,-4.752568,0.09060857
-4.6051702,-4.6311636,0.08167149
-4.6051702,-4.554342,0.2548263
-4.6051702,-4.5518675,0.15856782
-4.6051702,-4.6050973,0.12713003
-4.6051702,-4.3250256,0.43264443
,-4.5555596,0.104398064
-4.6051702,-4.599118,0.096036695
-4.6051702,-4.564353,0.088008925
-4.6051702,-4.5819206,0.10410427
-4.6051702,-4.6066847,0.09928825
-4.6051702,-4.6554384,0.08625757
-4.6051702,-4.6406636,0.09043299
-4.6051702,-4.6644373,0.08556981
-4.6051702,-4.632579,0.08205449
-4.6051702,-4.6722007,0.117313884
-4.6051702,-4.630576,0.09388456
-4.6051702,-4.7174015,0.090350695
-4.6051702,-4.6032043,0.10005624
-4.6051702,-4.641527,0.108577944
-4.6051702,-4.780428,0.09297051
-4.6051702,-4.612019,0.08919988
-4.6051702,-4.5726585,0.08789783
,-4.548098,0.10647455
-4.6051702,-4.6547127,0.088831395
-4.6051702,-4.63144,0.08485219
-4.6051702,-4.6662254,0.08732454
,-4.649109,0.08970306
-4.6051702,-4.6486015,0.09281379
-4.6051702,-4.683081,0.08392314
-4.6051702,-4.708432,0.08001651
-4.6051702,-4.6803474,0.086121805
-4.6051702,-4.6615715,0.08536513
-4.6051702,-4.6316805,0.094322994
-4.6051702,-4.5284376,0.116505936
-4.6051702,-4.5909634,0.088941745
-4.6051702,-4.630515,0.1005266
-4.6051702,-4.6184397,0.0915306
-4.6051702,-4.6125736,0.083984755
-4.6051702,-4.5792437,0.1079298
-4.6051702,-4.6566906,0.083786756
-4.6051702,-4.619525,0.090981044
-4.6051702,-4.6466026,0.08627436
-4.6051702,-4.590361,0.09325091
-4.6051702,-4.6335707,0.09460091
-4.6051702,-4.560898,0.09760003
-4.6051702,-4.690982,0.081258684
-4.6051702,-4.67729,0.08103561
-4.6051702,-4.6062555,0.09373276
-4.6051702,-4.4947314,0.11980464
-4.6051702,-4.621614,0.07746636
-4.6051702,-4.6555176,0.10960929
-4.6051702,-4.6980424,0.09043697
-4.6051702,-4.651154,0.09334615
-4.6051702,-4.609112,0.09422147
-4.6051702,-4.6302996,0.0924774
-4.6051702,-4.634117,0.092972755
-4.6051702,-4.6486406,0.11413087
,-4.660102,0.103906214
-4.6051702,-4.6609936,0.084425904
,-4.592657,0.09466441
-4.6051702,-4.70263,0.089415446
-4.6051702,-4.613801,0.07878346
-4.6051702,-4.743903,0.0976543
-4.6051702,-4.6917095,0.100315705
-4.6051702,-4.708371,0.084738046
-4.6051702,-4.5695477,0.371158
-4.6051702,-4.183178,0.66154957
-2.207275,-4.6458874,0.1932139
-4.6051702,-4.576603,0.26562405
-4.6051702,-4.5385714,0.17965725
-4.6051702,-4.6950665,0.09320651
-4.6051702,-4.524828,0.16519074
-4.6051702,-4.569704,0.11838521
-4.6051702,-4.5604725,0.1286681
-4.6051702,-4.5923886,0.09616795
-4.6051702,-4.6348557,0.07962968
-4.6051702,-4.595172,0.112883046
-4.6051702,-4.5669684,0.1350213
-1.5606477,-4.648842,0.0968126
-4.6051702,-4.6150203,0.07904094
-4.6051702,-4.6355734,0.08746432
-4.6051702,-4.636861,0.07660051
-4.6051702,-4.6001797,0.09809554
-4.6051702,-4.630206,0.093844146
-4.6051702,-4.6166096,0.077065945
-4.6051702,-4.608114,0.08435447
-4.6051702,-4.6636467,0.085557275
-4.6051702,-4.6473475,0.07749218
-4.6051702,-4.67292,0.08402669
-4.6051702,-4.6606016,0.11356495
-4.6051702,-4.609215,0.097826034
-4.6051702,-4.63172,0.10910262
-4.6051702,-4.6200037,0.10934665
-2.207275,-4.6457767,0.10692443
-4.6051702,-4.714773,0.1760226
-4.6051702,-4.86677,0.1652547
-4.6051702,-4.601405,0.19172873
-4.6051702,-4.649978,0.12699147
-4.6051702,-4.6571293,0.08411053
-4.6051702,-4.488857,0.17101358
-4.6051702,-4.6211596,0.09381738
-1.5606477,-3.7031455,1.4320234
-4.6051702,-4.5137453,0.11284175
-4.6051702,-4.526301,0.11437011
-4.6051702,-4.4765615,0.12091195
-4.6051702,-4.5060163,0.13175066
-4.6051702,-4.664613,0.23715357
-4.6051702,-4.4768014,0.20356637
,-4.662682,0.18628031
-4.6051702,-4.7110777,0.15495017
-4.6051702,-4.583601,0.2699013
-4.6051702,-4.6476955,0.15054668
-4.6051702,-4.5217295,0.19320801
-4.6051702,-4.6524496,0.12628788
-4.6051702,-4.681145,0.16547057
-4.6051702,-4.563055,0.31308043
-4.6051702,-4.6629543,0.124880835
-4.6051702,-4.6211596,0.2069571
-4.6051702,-4.727249,0.13378218
-4.6051702,-4.7570953,0.12129744
-4.6051702,-4.653448,0.29876426
-4.6051702,-4.5922027,0.13505664
-4.6051702,-4.6966324,0.23251896
-4.6051702,-4.305456,0.49807435
-4.6051702,-4.308036,0.66497064
,-4.3501883,0.47534508
-4.6051702,-4.382635,0.30265328
,-4.387611,0.44786507
-4.6051702,-4.4634047,0.2842135
-4.6051702,-4.504307,0.29283428
-4.6051702,-4.486538,0.42675936
-4.6051702,-4.568862,0.31793386
-4.6051702,-4.5229025,0.4340401
-4.6051702,-4.5846367,0.36902666
-4.6051702,-4.4692054,0.7276432
-4.6051702,-4.580676,0.43355125
-4.6051702,-4.0903015,1.4959607
-4.6051702,-4.626069,0.10534671
-4.6051702,-4.617548,0.09924153
-4.6051702,-4.544815,0.1411061
-4.6051702,-3.0108378,1.9645658
-4.6051702,-4.614652,0.12401248
-4.6051702,-4.6385674,0.45458683
-4.6051702,-4.6433177,0.36892828
,-4.470059,0.19046734
-4.6051702,-4.210333,0.9055409
-4.6051702,-4.573371,0.17347641
-4.6051702,-4.6103096,0.20614189
,-3.1661325,1.610978
-4.6051702,-4.540094,0.50895
-4.6051702,-4.5792804,0.1263947
-4.6051702,-4.7332754,0.22476149
-4.6051702,-4.6255364,0.10063213
-4.6051702,-4.5944433,0.1626815
-4.6051702,-4.616847,0.33941135
-4.6051702,-4.5073137,0.1390702
-4.6051702,-4.5699596,0.17317979
-4.6051702,-3.5305932,1.2877649
-4.6051702,-4.5893307,0.15594438
-4.6051702,-4.4993424,0.66258776
-4.6051702,-4.543692,0.15395421
-4.6051702,-4.580016,0.21731871
-4.6051702,-4.5601673,0.13059065
-4.6051702,-4.554594,0.14720502
-4.6051702,-4.621132,0.40090477
-4.6051702,-4.4437237,0.7150264
-4.6051702,-4.532403,0.1740429
-4.6051702,-4.620126,0.26261845
-4.6051702,-4.65774,0.20711766
-4.6051702,-2.7515464,1.9193101
-4.6051702,-4.4828253,0.14483467
-4.6051702,-4.6448183,0.17277265
-4.6051702,-4.3423314,1.0102788
-4.6051702,-4.5652533,0.13721865
-4.6051702,-4.641926,0.10941992
-4.6051702,-4.5940275,0.16530056
-4.6051702,-4.623242,0.17579196
-4.6051702,-4.5973654,0.17754658
-4.6051702,-3.8958282,1.5611771
,-2.8654177,2.1247616
-4.6051702,-4.606593,0.16498876
,-4.5262938,0.19693844
-4.6051702,-4.4909897,0.6280806
-4.6051702,-4.655575,0.15905866
-4.6051702,-4.5737877,0.12694596
-4.6051702,-2.6530018,1.9841558
-2.207275,-4.592787,0.34294623
-0.8915981,-3.4367635,1.9979277
-1.171183,-4.0594387,1.1594999
-4.6051702,-3.526473,1.8651925
-4.6051702,-4.1836586,0.8076044
-4.6051702,-4.015413,1.1121882
-4.6051702,-2.1351707,2.3486679
-4.6051702,-4.091312,0.99298173
-4.6051702,-4.4035144,0.5349334
-4.6051702,-4.277028,0.7839347
-4.6051702,-3.6577973,1.5722457
-4.6051702,-2.6615753,2.3068442
-4.6051702,-4.4017477,0.5483748
-4.6051702,-4.174499,0.95103055
-4.6051702,-1.749574,2.641498
-4.6051702,-2.1204562,2.4983826
-4.6051702,-3.6853106,1.5673988
-4.6051702,-3.139853,2.081268
-4.6051702,-4.446313,0.5469879
-4.6051702,-4.3921013,0.726974
-4.6051702,-2.1977162,2.4535816
-4.6051702,-1.889246,2.5349388
-4.6051702,-4.441315,0.7446117
-4.6051702,-3.8654256,1.4459255
-4.6051702,-4.500574,0.5676822
-2.207275,-1.9320803,2.4804287
-4.6051702,-3.4585698,1.7490535
-4.6051702,-3.6879961,1.5837848
-4.6051702,-3.7499492,1.5223485
-4.6051702,-2.4260988,2.2565227
-4.6051702,-1.7429068,2.5396848
-0.4942963,-1.6998786,2.9246674
-4.6051702,-4.3083344,0.7347002
-4.6051702,-4.3528004,0.68753415
-4.6051702,-4.62381,0.27904153
-4.6051702,-4.5034995,0.22444783
-4.6051702,-4.5784855,0.1698249
-4.6051702,-4.562254,0.20041893
-4.6051702,-4.497346,0.14257209
-4.6051702,-4.5127344,0.13386272
-4.6051702,-4.467968,0.14525798
-4.6051702,-4.48772,0.14373493
